publishedAt,title,description,url,source_name
2025-10-26,"Donald Trump Got Mad at the TV, So Now Stuff Costs More","Last month, Donald Trump’s administration assured the US Supreme Court that the president’s massive tariffs were intended to address an “unusual and extraordinary threat” and were “essential to the country’s future.” This weekend, Trump announced that he was …",https://www.motherjones.com/politics/2025/10/donald-trump-world-series-canada-tariffs-reagan-carney-ford-bessent/,Mother Jones
2025-10-27,"Scott Bessent: Canada's Reagan ad is 'propaganda,' part of a psy-op","Scott Bessent said Ontario's anti-tariff ad, featuring quotes from Ronald Reagan, was ""propaganda"" aimed at swaying public opinion.",https://www.businessinsider.com/scott-bessent-canada-reagan-ad-propaganda-psyop-2025-10,Business Insider
2025-10-27,Business Brief: The crisis behind the budget,"Good morning. Remember the Great Productivity Debate of 2024? Well, just days removed from a federal budget – the first under Prime Minister Mark Carney – the debate is back. The current conversation on productivity is in focus today, along with updates on gl…",https://biztoc.com/x/df1fbfa648029999,Biztoc.com
2025-10-27,Carney says he's not spoken to Trump since trade talks scuttled — but door remains open,"Mark Carney and U.S. President Donald Trump have not spoken since trade talks were cancelled last week, the prime minister confirmed Monday. And it doesn't appear the two will try to break the ice any time soon.",https://www.cbc.ca/news/politics/carney-trump-trade-tariffs-9.6954597,CBC News
2025-10-27,Ford's anti-Trump rhetoric came up repeatedly in trade negotiations: sources,"Canadian officials may have said they  were caught off guard  last week when U.S. President Donald Trump announced he was cutting off trade negotiations with Canada over Ontario's anti-tariff advertisement, but sources say Premier Doug Ford’s bad cop behaviou…",https://www.cbc.ca/news/politics/ford-trump-talks-9.6954772,CBC News
2025-10-27,Trump vows new tariffs on Canada over Reagan ad,The ad that offended the president has Ronald Reagan explaining why import taxes hurt the economy,https://theweek.com/politics/trump-canada-tariffs-reagan-ad,The Week Magazine
2025-10-27,Ontario Premier Says He’s Not Sorry for Ad That Blew Up Trade Talks,The leader of Ontario declined to apologize for sponsoring an anti-tariff television commercial that US President Donald Trump used as a reason to terminate high-stakes trade talks with Canada.,https://financialpost.com/pmn/business-pmn/ontario-premier-says-hes-not-sorry-for-ad-that-blew-up-trade-talks,Financial Post
2025-10-27,How soaring government debt could play a starring role in the next great financial crisis,"With US$37 trillion in debt and a rising deficit, the next great financial calamity could be. But The U.S. is not alone.",https://financialpost.com/feature/how-soaring-government-debt-could-play-a-starring-role-in-the-next-great-financial-crisis,Financial Post
2025-10-28,Carney accuses Trump of being too 'emotional' after president canceled trade negotiations over Reagan ad,Mark Carney has delivered a sharp insult to Donald Trump after trade negotiations were canceled over an ad featuring former president Ronald Reagan slamming tariffs. Trump hit Canada with an additional 10 percent tariff and terminated crucial trade talks last…,https://freerepublic.com/focus/f-news/4349063/posts,Freerepublic.com
2025-10-28,Ford refuses to apologize for anti-tariff ads that scuttled trade talks with US,"After Ontario's anti-tariff TV ad blitz scuttled trade talks, Premier Doug Ford vowed on Monday he will ""never apologize"" for pushing back against hostile trade measures designed to poach jobs from his province.",https://www.nationalobserver.com/2025/10/28/news/ford-refuses-apologize-anti-tariff-ads-scuttled-trade-talks-us,National Observer
2025-10-28,Poilievre says Carney 'approved' Ontario's anti-tariff ad that Trump said ended trade talks,"Opposition Conservative Leader Pierre Poilievre said on Tuesday that Prime Minister Mark Carney ""approved"" Ontario&#39s anti-tariff ads.",https://nationalpost.com/news/politics/poilievre-says-carney-approved-ontarios-anti-tariff-ad-that-trump-said-ended-trade-talks,National Post
2025-10-31,"Canadian PM Mark Carney apologized for anti-tariff Reagan ad, Trump says",President Trump broke off trade talks with Canada earlier this month in protest of the commercial that spotlighted Ronald Reagan's opposition to tariffs.,https://nypost.com/2025/10/31/us-news/canadian-pm-mark-carney-apologized-for-anti-tariff-reagan-ad-trump-says/,nypost.com
2025-11-10,"Governor General hospitalized with virus, will not attend Remembrance Day ceremony",A statement sent by Rideau Hall said that Simon is 'doing well' and is currently recovering in the hospital,https://nationalpost.com/news/governor-general-hospitalized-with-virus-will-not-attend-remembrance-day,National Post
2025-11-11,"Kent State vs Akron football score, live updates. Zips, Golden Flashes vie for Wagon Wheel","Mid-American Conference rivals Akron and Kent State meet in the Wagon Wheel rivalry game. Follow along here for live score updates, analysis and more.",https://www.beaconjournal.com/story/sports/college/zips/2025/11/11/akron-kent-state-football-score-wagon-wheel-game-live-updates/87198768007/,Akron Beacon Journal
2025-11-12,Terence Corcoran: Beware calls for a ‘balanced’ trade deal with the U.S.,"Terence Corcoran: For anti-free-trade economist Oren Cass, balanced trade effectively means managed trade, with the U.S. as manager-in-chief",https://financialpost.com/opinion/terence-corcoran-balanced-trade-deal-us,Financial Post
2025-11-12,‘Begin Again’ Musical To Begin At San Diego’s Old Globe Theatre In 2026 With Eye On Broadway,"Begin Again, a new musical inspired by John Carney’s 2013 film starring Mark Ruffalo and Keira Knightley, has set a fall 2026 world premiere at San Diego’s The Old Globe theatre, its producers said Wednesday. The musical, first tipped back in 2023 when Train’…",http://deadline.com/2025/11/begin-again-musical-world-premiere-1236615457/,Deadline
2025-11-12,Ottawa seeking a permanent parliamentary budget officer with 'tact and discretion',"Ottawa says it's looking to hire a permanent parliamentary budget officer — someone with ""tact and discretion"" — just a few months after appointing a critical fiscal watchdog on an interim basis.",https://www.cbc.ca/news/politics/parliamentary-budget-officer-job-posting-9.6976713,CBC News
2025-11-13,Most Canadians Say US Trade Deal Unlikely in Next Six Months,"Canadians have little faith a trade deal with the US will be reached in the next six months, after US President Donald Trump blew up talks over an anti-tariff ad campaign launched by the province of Ontario.",https://financialpost.com/pmn/business-pmn/most-canadians-say-us-trade-deal-unlikely-in-next-six-months,Financial Post
2025-11-13,"What is Ksi Lisims LNG, B.C. project being fast tracked by Feds?","TERRACE, BRITISH COLUMBIA, CANADA — The Ksi Lisims LNG facility in northern British Columbia and the North Coast Transmission Line that is planned to power it are among major projects that Prime Minister Mark Carney says will be reviewed for fast-track permit…",https://financialpost.com/pmn/what-is-ksi-lisims-lng-b-c-project-being-fast-tracked-by-feds,Financial Post
2025-11-13,Connecting critical mineral mines with clean electricity will power growth and competitiveness,"New Economy Canada welcomes the Prime Minister’s focus on clean electricity as key to a sustainable and profitable economy Victoria, BC, Nov. 13, 2025 (GLOBE NEWSWIRE) — A new major transmission line in BC and mining projects in QC, ON and NB, are among the n…",https://financialpost.com/globe-newswire/connecting-critical-mineral-mines-with-clean-electricity-will-power-growth-and-competitiveness,Financial Post
2025-11-14,A look at the second batch of projects being weighed by the Major Projects Office,"Prime Minister Mark Carney has revealed the second batch of potentially “nation-building” infrastructure projects to be reviewed on expedited timelines, making good on his promise to make the announcement before the Grey Cup football championship this weekend…",https://financialpost.com/pmn/a-look-at-the-second-batch-of-projects-being-weighed-by-the-major-projects-office,Financial Post
2025-11-14,Bolivia’s Turn From Socialist Rule,"Socialism may be on the rise in New York with the election of Zohran Mamdani, but the story is different elsewhere. People may be familiar with... Read More The post Bolivia’s Turn From Socialist Rule appeared first on The Daily Signal.",https://www.dailysignal.com/2025/11/14/bolivias-turn-from-socialist-rule/,Daily Signal
2025-11-14,Mark Carney attends launch of new branch of Montreal-area light rail network,"Breaking News, Sports, Manitoba, Canada",https://www.winnipegfreepress.com/business/2025/11/14/mark-carney-attends-launch-of-new-branch-of-montreal-area-light-rail-network,winnipegfreepress.com
2025-11-14,These are the TSX stocks analysts say are poised to gain from Carney’s Round 2 of nation-building projects,"The Week in Stocks: Ways investors can play Mark Carney's national projects, TSX winners, losers and big names from earnings season. Read on",https://financialpost.com/investing/tsx-stocks-gain-mark-carneys-nation-building-projects,Financial Post
2025-11-15,Is Mark Carney's budget a Progressive Conservative budget?,"Attempting perhaps to turn a story about his own leadership into a story about whether the media have unfairly focused on Conservative dissent, Pierre Poilievre challenged reporters to pay as much attention to criticism levelled against the federal budget by …",https://www.cbc.ca/news/politics/carney-dentremont-poilievre-budget-analysis-9.6979682,CBC News
2025-11-16,Carney Searches for Votes to Pass Budget and Avoid Snap Election,Prime Minister Mark Carney’s government faces a decisive moment on Monday when Canada’s House of Commons votes on a proposed budget that would increase borrowing to spend on the military and infrastructure.,https://financialpost.com/pmn/business-pmn/carney-searches-for-votes-to-pass-budget-and-avoid-snap-election,Financial Post
2025-11-17,Swedish royals head to Canada as country lobbies for a slice of defence spending,"The Swedish royal family is paying a rare, three-day state visit to Canada this week, bringing with them a delegation of top government ministers and representatives from dozens of Swedish companies.",https://toronto.citynews.ca/2025/11/17/swedish-royals-head-to-canada-as-country-lobbies-for-a-slice-of-defence-spending/,Citynews.ca
2025-10-20,Canada to form financial crimes agency to tackle online scams,"The Government of Canada has announced plans to form the country’s first-ever financial crimes agency in an effort to combat online scams. Announced as part of a broader “Anti-Fraud Strategy,” the government says this agency will “bring together the required …",https://mobilesyrup.com/2025/10/20/canada-financial-crimes-agency-online-scams/,MobileSyrup
2025-10-20,Canada Shows How to Neutralize Trump’s Trade Attacks,Ottawa’s latest reforms are a blueprint for Washington’s victims around the world.,http://foreignpolicy.com/2025/10/20/canada-carney-trump-trade-attacks-america/,Foreign Policy
