publishedAt,title,description,url,source_name,topic,sentiment
2025-10-25, Trump announces 10% increase in tariffs on Canada," ""President Donald Trump said on Saturday he was increasing tariffs on Canada by an additional 10% """"above what they're paying now"," """" just two days after ending ...""", https://finance.yahoo.com/news/trump-announces-10-increase-tariffs-212419153.html,Trade Disputes, Trade Disputes
2025-10-25, Trump Punishes Canada Over Ad by Another 10%," ""President Trump said on Saturday that he plans to hike tariffs on imports of Canadian goods by another 10% because of an anti-tariff television ad aired by the province of Ontario. Premier Doug Ford had said he would pull the ad after the weekend","  and it ran …""", https://www.newser.com/story/377506/trump-punishes-canada-over-ad-by-another-10.html,Trade Disputes, Trade Disputes
2025-10-25, Trump hits Canada with an extra 10% duty because Ontario's anti-tariff ad ran during the World Series and didn't come down immediately, Trump told reporters traveling with him that he had no intention of meeting Canadian Prime Minister Mark Carney at the ASEAN summit in Malaysia., https://fortune.com/2025/10/25/trump-canada-extra-10-percent-tariff-world-series-ontario-ad/, Fortune,Trade Disputes, Negative
2025-10-25, Trump Says He'll Raise Canada Tariff by 10% After Reagan Ad, President Donald Trump said he's increasing US tariffs on Canada by 10% in response to an anti-tariff advertisement by the province of Ontario that is roiling one of the world's biggest bilateral trade relationships., https://financialpost.com/pmn/business-pmn/trump-says-hell-raise-canada-tariff-by-10-after-reagan-ad, Financial Post,Trade Disputes, Negative
2025-10-25, Trump slaps Canada with 10% tariff increase," ""Trade tensions reach new heights President Donald Trump announced Saturday that he is raising tariffs on Canada by an additional 10% beyond current levels","  intensifying an already strained trade relationship over what he characterized as a misleading advertis…""", https://rollingout.com/2025/10/25/trump-increases-canada-tariff-10-percent/,Trade Disputes, Trade Disputes
2025-10-25, Trump threatens Canada with 10% extra import tax over anti-tariffs ad," ""The ad",  which used the words of former President Ronald Reagan to criticize U.S. tariffs,"  aired during a World Series game.  Trump said that Ontario's premier didn't act quickly enough to pull the ad.""",Trade Disputes, NPR
2025-10-25," ""Is Ford's ad to blame for Trump's 10-per-cent tariff hike? Please","  it's an excuse"""," ""Ford's message may not be the right one. Saying that protectionism and Trump's tariff plan is bad is all well and good","  but the Americans the ad is talking to no longer believe that""",Trade Disputes, The Globe And Mail
2025-10-26, Bank of Canada expected to cut rates again as trade turbulence persists, A fragile business climate and fresh trade uncertainty are predicted to outweigh worries about rising inflation, https://www.theglobeandmail.com/business/article-bank-of-canada-interest-rate-decision-october-economy-inflation-tiff/, The Globe And Mail,Trade Disputes, Neutral
2025-10-26," ""Trump's outrage toward Canada 'super childish behaviour"," ' says U.S. Democratic senator"""," Democratic Sen. Tim Kaine of Virginia says U.S. President Donald Trump's outrage toward Canada over an anti-tariff advertisement by the Ontario government is ""a temper tantrum"" that will blow over — but it's embarrassing for the United States.", https://www.cbc.ca/news/politics/trump-tariff-canada-democratic-senator-9.6954115,Trade Disputes, Trade Disputes
2025-10-26," ""Donald Trump Got Mad at the TV","  So Now Stuff Costs More"""," ""Last month","  Donald Trump's administration assured the US Supreme Court that the president's massive tariffs were intended to address an ""unusual and extraordinary threat"" and were ""essential to the country's future."" This weekend",Trade Disputes, https://www.motherjones.com/politics/2025/10/donald-trump-world-series-canada-tariffs-reagan-carney-ford-bessent/
2025-10-26, Bessent calls anti-tariff Reagan ad 'psy-ops' and says the U.S. rescue of Argentina still counts as 'America first' because it helps an ally," ""This is a kind of propaganda against U.S. citizens. It's psy-ops.""""""""""", https://fortune.com/2025/10/26/bessent-reagan-anti-tariff-tv-ad-psyops-argentina-rescue-america-first/, Fortune,Trade Disputes, Neutral
2025-10-27," ""Scott Bessent: Canada's Reagan ad is 'propaganda"," ' part of a psy-op"""," ""Scott Bessent said Ontario's anti-tariff ad",  featuring quotes from Ronald Reagan,Trade Disputes, https://www.businessinsider.com/scott-bessent-canada-reagan-ad-propaganda-psyop-2025-10
2025-10-27, Trump says he won't resume Canada trade talks 'for a while'," ""Donald Trump said he doesn't anticipate meeting with Canadian Prime Minister Mark Carney for trade talks ""for a while."""" Find out more here""", https://financialpost.com/news/trump-wont-resume-canada-trade-talks, Financial Post,Trade Disputes, Negative
2025-10-27, Carney: Canada ready for talks whenever US is," ""Canadian Prime Minister Mark Carney remarked on Monday that his country is """"ready to sit down"""" and negotiate trade whenever the United States is willing to do so too.Speaking on the sidelines of the A...""", https://biztoc.com/x/d8f9cb982c2d5579, Biztoc.com,Trade Disputes, Positive
2025-10-27, Trump says he won't meet with Carney 'for a long time', US President Donald Trump has ruled out a meeting with Prime Minister Mark Carney this week while the pair are both in Asia., https://www.nationalobserver.com/2025/10/27/news/trump-says-he-wont-meet-carney-long-time, National Observer,Trade Disputes, Negative
2025-10-27," ""Carney tells ASEAN summit Canada respects trade rules","  as Trump threatens additional tariffs"""," ""Prime Minister Mark Carney took a veiled shot at the Trump administration's trade policy on Sunday","  highlighting Canada's reliability and steadiness without naming the United States or calling out the president directly.""",Trade Disputes, National Observer
2025-10-27, Carney says he's not spoken to Trump since trade talks scuttled — but door remains open," ""Mark Carney and U.S. President Donald Trump have not spoken since trade talks were cancelled last week","  the prime minister confirmed Monday. And it doesn't appear the two will try to break the ice any time soon.""", https://www.cbc.ca/news/politics/carney-trump-trade-tariffs-9.6954597,Trade Disputes, Trade Disputes
2025-10-27, Ontario's $75M World Series Ad Brilliantly Played Trump and the Media, Ontario's anti-tariff ad presents Canada with ingenious political leverage in the ongoing negotiations with President Trump., https://www.adweek.com/brand-marketing/ontarios-75m-world-series-ad-brilliantly-played-trump-and-the-media/, Adweek,Trade Disputes, Positive
2025-10-27, Ford's anti-Trump rhetoric came up repeatedly in trade negotiations: sources," ""Canadian officials may have said they  were caught off guard  last week when U.S. President Donald Trump announced he was cutting off trade negotiations with Canada over Ontario's anti-tariff advertisement","  but sources say Premier Doug Ford's bad cop behaviou…""", https://www.cbc.ca/news/politics/ford-trump-talks-9.6954772,Trade Disputes, Trade Disputes
2025-10-27, Trump won't meet Carney 'for a while' as Canadian PM says they were close to a trade deal," """"""You can get unexpected twists and turns..."""" Carney said. Before trade talks broke down","  he said the U.S. and Canada were close to a deal.""", https://nationalpost.com/news/canada/trump-carney-wont-meet-trade-deal,Trade Disputes, Trade Disputes
2025-10-27, Trump Starts a New Trade War Over Canada's Reagan Ad, Donald Trump is economically punishing Canada (and the American public) for daring to televise Ronald Reagan's position on tariffs.The president announced Saturday that America's northern neighbor would literally pay for Ontario's decision to air portions of …, https://newrepublic.com/post/202285/donald-trump-trade-war-canada-reagan-ad-tariffs, The New Republic,Trade Disputes, Negative
2025-10-27, Trump vows new tariffs on Canada over Reagan ad, The ad that offended the president has Ronald Reagan explaining why import taxes hurt the economy, https://theweek.com/politics/trump-canada-tariffs-reagan-ad, The Week Magazine,Trade Disputes, Negative
2025-10-27, Doug Ford says he's not sorry for ad that blew up trade talks, Doug Ford declined to apologize for sponsoring an anti-tariff ad that Trump used as a reason to terminate trade talks with Canada. Read more, https://financialpost.com/news/economy/doug-ford-not-sorry-ad-trade-talks-us, Financial Post,Trade Disputes, Neutral
2025-10-27, Ontario Premier Says He's Not Sorry for Ad That Blew Up Trade Talks, The leader of Ontario declined to apologize for sponsoring an anti-tariff television commercial that US President Donald Trump used as a reason to terminate high-stakes trade talks with Canada., https://financialpost.com/pmn/business-pmn/ontario-premier-says-hes-not-sorry-for-ad-that-blew-up-trade-talks, Financial Post,Trade Disputes, Neutral
2025-10-27," Canada's Doug Ford Brags About ""Best Ad I Ever Ran"" as Trump Fumes"," ""Ontario Premier Doug Ford thinks that the Ronald Reagan anti-tariff commercial that set President Trump off was ""the best ad I ever ran."" The TV ad featured an edited 1987 radio address from President Reagan","  in which he stated that tariffs only serve to ""hur…""", https://newrepublic.com/post/202308/canada-doug-ford-best-ad-ever-trump-reagan-tariffs,Trade Disputes, Trade Disputes
2025-10-27," ""Ontario Premier Doug Ford defends anti-tariff ad: """"A tariff on Canada is a tax on Americans"""""""," ""President Trump has said he is not going to meet with Canadian Prime Minister Mark Carney """"for awhile"""" because of an anti-tariff TV ad paid for by the Canadian province of Ontario. Doug Ford",  premier of Ontario,"  joins """"The Takeout"""" to discuss his decision to …""",Trade Disputes, CBS News
2025-10-28, Manitoba's premier doubles down on support for Ontario anti-tariff adds that roiled Trump, Manitoba Premier Wab Kinew repeated his support on Monday for the Ontario government's $75-million ad campaign targeting American audiences with an anti-tariff message that roiled U.S. President Donald Trump into pausing trade talks with Canada last week., https://www.cbc.ca/news/canada/manitoba/wab-kinew-doug-ford-donald-trump-reagan-tariff-ads-trade-9.6955864, CBC News,Trade Disputes, Neutral
2025-10-28, Carney accuses Trump of being too 'emotional' after president canceled trade negotiations over Reagan ad, Mark Carney has delivered a sharp insult to Donald Trump after trade negotiations were canceled over an ad featuring former president Ronald Reagan slamming tariffs. Trump hit Canada with an additional 10 percent tariff and terminated crucial trade talks last…, https://freerepublic.com/focus/f-news/4349063/posts, Freerepublic.com,Trade Disputes, Positive
2025-10-28, Carney mum on whether he saw Ontario's anti-tariff ad beforehand," ""Prime Minister Mark Carney says the federal government is in charge of trade talks with the Trump administration","  as his office is declining to confirm whether he saw the Ontario government anti-tariff ad before it ran in the United States. Ontario Premier Do…""", https://www.cbc.ca/news/politics/carney-trump-trade-tariffs-ad-9.6956269,Trade Disputes, Trade Disputes
2025-10-28, Premier of Ontario said the anti-tariff Reagan ad that blew up trade talks with Trump is the 'best ad that ever ran'," ""Doug Ford said that the Reagan ad that derailed trade talks with Trump is the """"best ad that ever ran"," """" as Canada courts Asia for new trade relations.""", https://www.businessinsider.com/ontario-premier-not-sorry-for-airing-anti-tariff-reagan-ad-2025-10,Trade Disputes, Trade Disputes
2025-10-28, Ford refuses to apologize for anti-tariff ads that scuttled trade talks with US," ""After Ontario's anti-tariff TV ad blitz scuttled trade talks","  Premier Doug Ford vowed on Monday he will """"never apologize"""" for pushing back against hostile trade measures designed to poach jobs from his province.""", https://www.nationalobserver.com/2025/10/28/news/ford-refuses-apologize-anti-tariff-ads-scuttled-trade-talks-us,Trade Disputes, Trade Disputes
2025-10-28," ""As Trump Tariffs Canada","  Carney Turns to Asia for Trade"""," ""Prime Minister Mark Carney",  in Kuala Lumpur,Trade Disputes,  on Monday
2025-10-28, Opinion: How medical cannabis can help Canada reach its new export ambitions," ""Prime Minister Mark Carney has set an ambitious goal: to double Canada's non-U.S. exports within the next decade",  generating an estimated $300 billion in additional trade. To succeed,"  Canada must focus on sectors that combine global demand with proven domesti…""",Trade Disputes, Biztoc.com
2025-10-28, Poilievre says Carney 'approved' Ontario's anti-tariff ad that Trump said ended trade talks," ""Opposition Conservative Leader Pierre Poilievre said on Tuesday that Prime Minister Mark Carney """"approved"""" Ontario&#39s anti-tariff ads.""", https://nationalpost.com/news/politics/poilievre-says-carney-approved-ontarios-anti-tariff-ad-that-trump-said-ended-trade-talks, National Post,Trade Disputes, Negative
2025-10-31," ""Canadian PM Mark Carney apologized for anti-tariff Reagan ad","  Trump says""", President Trump broke off trade talks with Canada earlier this month in protest of the commercial that spotlighted Ronald Reagan's opposition to tariffs., https://nypost.com/2025/10/31/us-news/canadian-pm-mark-carney-apologized-for-anti-tariff-reagan-ad-trump-says/,Trade Disputes, Trade Disputes
2025-11-12, Terence Corcoran: Beware calls for a ‘balanced’ trade deal with the U.S.," ""Terence Corcoran: For anti-free-trade economist Oren Cass", balanced trade effectively means managed trade," with the U.S. as manager-in-chief""",Trade Disputes, Financial Post
2025-11-13, Most Canadians Say US Trade Deal Unlikely in Next Six Months," ""Canadians have little faith a trade deal with the US will be reached in the next six months"," after US President Donald Trump blew up talks over an anti-tariff ad campaign launched by the province of Ontario.""", https://financialpost.com/pmn/business-pmn/most-canadians-say-us-trade-deal-unlikely-in-next-six-months,Trade Disputes, Trade Disputes
2025-10-20," ""German"," Norwegian Ministers Court Canadian Submarine Order Worth Billions""", Germany and Norway’s defense ministers are meeting their Canadian counterpart Monday to push for Thyssenkrupp Marine Systems to win a multibillion-dollar submarine contract., https://financialpost.com/pmn/business-pmn/german-norwegian-ministers-court-canadian-submarine-order-worth-billions,Trade Disputes, Trade Disputes
2025-10-20, Canada Shows How to Neutralize Trump’s Trade Attacks, Ottawa’s latest reforms are a blueprint for Washington’s victims around the world., http://foreignpolicy.com/2025/10/20/canada-carney-trump-trade-attacks-america/, Foreign Policy,Trade Disputes, Negative
2025-10-19, B.C. premier ruling out new retaliatory action against U.S. softwood lumber tariffs," ""B.C. Premier David Eby is ruling out new retaliatory measures against the United States after it slapped an additional tariff on softwood lumber"," but the B.C. government will maintain countermeasures already in place.""", https://www.cbc.ca/news/politics/david-eby-softwood-lumber-tariff-u-s-9.6944478,Trade Disputes, Trade Disputes
