publishedAt,title,description,url,source_name,topic,sentiment
2025-02-26, Mark Carney has answered some questions — but many more remain, It would be a true surprise now if Carney somehow did not become the 14th leader in the history of the Liberal Party of Canada on March 9. But even if Carney is..., https://www.cbc.ca/news/politics/liberal-leadership-debate-carney-gould-analysis-1.7469306?cmp=rss, cbc.ca,Leadership Campaign, Neutral
2025-03-09, Mark Carney set to become Canada's new prime minister after Justin Trudeau's resignation," ""As Trump's trade war looms over Canada","  the ruling Liberal Party has chosen veteran economist Mark Carney to replace Justin Trudeau.""", https://www.cbsnews.com/news/mark-carney-canada-prime-minister-justin-trudeaus-resignation/,Leadership Campaign, Leadership Campaign
2025-03-09, Mark Carney wins Liberal Party nomination to replace Trudeau as Canada's next PM, The Liberal Party's new leader Mark Carney is expected to call a general election for late April or early May where he will go up against Conservative leader Pi..., https://www.foxnews.com/world/mark-carney-wins-liberal-party-nomination-replace-trudeau-canadas-next-pm, foxnews.com,Leadership Campaign, Positive
2025-03-09," ""Who is Mark Carney","  Canada's next prime minister?"""," ""How Mark Carney went from his upbringing in Alberta to central banker in tough economic times","  and now leader of the Liberal Party of Canada and prime minister-...""",Leadership Campaign, cbc.ca
2025-03-10, Mark Carney steps into an unprecedented moment, Carney is the 14th leader of the Liberal Party and he will soon become the 24th prime minister of Canada. The question now is how long he will occupy that offic..., https://www.cbc.ca/news/politics/carney-liberal-leadership-analysis-wherry-1.7479094?cmp=rss, cbc.ca,Leadership Campaign, Neutral
2025-03-10, Better French and clearer answers: Even hardcore Liberals think Mark Carney needs improvement politically," ""Mark Carney be Liberal leader",  after a landslide win,  but his skills as a politician need work,Leadership Campaign, https://nationalpost.com/news/politics/liberals-think-mark-carney-needs-improvement-politically
2025-03-10, Mark Carney dominated the race to replace Justin Trudeau. Now what?," ""In something of a political blowout","  Mark Carney was elected as leader of the Liberal Party and as the next prime minister. Here's what comes next.""", https://www.cbc.ca/news/politics/mark-carney-next-prime-minister-liberal-leader-what-next-1.7479097?cmp=rss,Leadership Campaign, Leadership Campaign
2025-03-10, Mark Carney elected as new Liberal leader. What’s next? - National, An early federal election call is widely expected to follow in the coming days or weeks after Mark Carney is installed as Canada's prime minister., https://globalnews.ca/news/11074213/mark-carney-liberal-party-leadership/, globalnews.ca,Leadership Campaign, Neutral
2025-03-10, Mark Carney selected next Canadian prime minister, The political novice will succeed outgoing Prime Minister Justin Trudeau, https://theweek.com/politics/mark-carney-prime-minister-canada-election, theweek.com,Leadership Campaign, Neutral
2025-03-14, Prime Minister Mark Carney sworn-in as party leaders gear up for campaign, , https://www.cbc.ca/news/politics/livestory/prime-minister-mark-carney-sworn-in-as-party-leaders-gear-up-for-campaign-9.6684524?cmp=rss, cbc.ca,Leadership Campaign, Neutral
2025-03-23, Mark Carney to kick off federal Liberal campaign from St. John's today," ""The Prime Minister's Office has confirmed that after announcing the federal election today","  Mark Carney is heading to Newfoundland and Labrador.""", https://www.cbc.ca/news/canada/newfoundland-labrador/carney-liberal-campaign-st-johns-1.7491017?cmp=rss,Leadership Campaign, Leadership Campaign
2025-03-23, Mark Carney triggers federal election for Canada - National," ""Canada's new Prime Minister Mark Carney has triggered a federal election","  with voters set to head to the polls next month.""", https://globalnews.ca/news/11094267/canada-election-2025-begins/,Leadership Campaign, Leadership Campaign
2025-03-24, Mark Carney to run in the Ottawa riding of Nepean," ""Carney will be running in a riding adjacent to his main rival",  Conservative Party Leader Pierre Poilievre,"  who is seeking re-election in the Ottawa-area riding ...""",Leadership Campaign, nationalobserver.com
2025-04-24, Catherine McKenna defends Mark Carney after details emerge about his Trump call," ""While Liberal Leader Mark Carney’s opponents accuse him of being dishonest about the details of his phone call with Donald Trump","  one former Liberal cabinet m...""", https://www.cbc.ca/radio/asithappens/catherine-mckenna-mark-carney-1.7518016?cmp=rss,Leadership Campaign, Leadership Campaign
2025-04-29, Mark Carney Leads Liberals to a Stunning Victory, The party wins a historic fourth term as fear of Trump grows, https://thewalrus.ca/mark-carney-wins/, thewalrus.ca,Leadership Campaign, Positive
2025-04-29," ""Mark Carney wins Nepean riding","  entering Parliament for 1st time"""," ""Liberal Leader Mark Carney is projected to win his Ottawa riding of Nepean in Monday's federal election","  gaining a seat in Parliament for the first time.""",Leadership Campaign, globalnews.ca
2025-04-29," ""Canada: Liberals Projected Winners","  Mark Carney Retains Leadership""", The CBC has called the election in Canada for the Liberal Party with Prime Minister Mark Carney expected to retain leadership., https://www.breitbart.com/politics/2025/04/28/canada-liberals-projected-winners-mark-carney-retains-leadership/,Leadership Campaign, Leadership Campaign
2025-04-29, Mark Carney wins his suburban Ottawa seat in Nepean," ""Prime Minister Mark Carney will represent a suburban section of west Ottawa in the House of Commons","  CBC News projects.""", https://www.cbc.ca/news/canada/ottawa/canada-federal-election-2025-results-nepean-1.7516414?cmp=rss,Leadership Campaign, Leadership Campaign
2025-04-30, Mark Carney: A Leader for Turbulent Times, The new Liberal government must now move swiftly and decisively, https://opencanada.org/mark-carney-a-leader-for-turbulent-times/, opencanada.org,Leadership Campaign, Positive
2025-06-01, Mark Carney names former UN envoy as chief of staff - National, Prime Minister Mark Carney has named Canada's former ambassador to the United Nations Marc-Andre Blanchard as chief of staff. Blanchard will take over from Marc..., https://globalnews.ca/news/11207641/mark-carney-chief-of-staff-former-un-ambasador/, globalnews.ca,Leadership Campaign, Neutral
2025-07-23, Prime Minister Mark Carney set to visit birthplace in N.W.T., FORT SMITH — Prime Minister Mark Carney is set to stop today in the town where he was born as he travels across the Northwest Territories. Carney also spent h..., https://toronto.citynews.ca/2025/07/23/prime-minister-mark-carney-set-to-visit-birthplace-in-n-w-t/, 680news.com,Leadership Campaign, Neutral
2025-08-03, Prime Minister Mark Carney attends Vancouver Pride parade after meeting with premier," ""Breaking News",  Sports,  Manitoba,Leadership Campaign, https://www.winnipegfreepress.com/canada/2025/08/03/prime-minister-mark-carney-attends-vancouver-pride-parade-after-meeting-with-premier
2025-08-22, PM Mark Carney to hold noon news conference, OTTAWA — Prime Minister Mark Carney will hold a news conference in Ottawa today at noon ET after meeting with his cabinet this morning. More to come, https://vancouver.citynews.ca/2025/08/22/pm-mark-carney-tariffs-update/, citynews1130.com,Leadership Campaign, Neutral
2025-09-10, Alberta premier expected to meet Prime Minister Mark Carney in Alberta's capital, Alberta Premier Danielle Smith is expected to reiterate her policy demands face-to-face with Prime Minister Mark Carney Wednesday while he's in Edmonton to meet..., https://www.cbc.ca/news/canada/edmonton/danielle-smith-alberta-mark-carney-edmonton-1.7629789?cmp=rss, cbc.ca,Leadership Campaign, Neutral
2025-10-17, Prime Minister Mark Carney takes in K-W Oktoberfest, Prime Minister Mark Carney made a stop in Breslau on Friday to tap a keg during the last weekend of Kitchener-Waterloo Oktoberfest events., https://www.cbc.ca/news/canada/kitchener-waterloo/prime-minister-mark-carney-kitchener-waterloo-oktoberfest-9.6942840?cmp=rss, cbc.ca,Leadership Campaign, Neutral
2025-10-21, Prime Minister Mark Carney 'super pumped' as Blue Jays return to World Series," Prime Minister Mark Carney says he's ""super pumped"" about the Toronto Blue Jays' dramatic comeback win over the Seattle Mariners that sent them back to ...", https://www.sportsnet.ca/mlb/article/prime-minister-mark-carney-super-pumped-as-blue-jays-return-to-world-series/, sportsnet.ca,Leadership Campaign, Neutral
2025-11-10," ""Governor General hospitalized with virus","  will not attend Remembrance Day ceremony""", A statement sent by Rideau Hall said that Simon is 'doing well' and is currently recovering in the hospital, https://nationalpost.com/news/governor-general-hospitalized-with-virus-will-not-attend-remembrance-day,Leadership Campaign, Leadership Campaign
2025-11-16, New Democrats back Premier David Eby at party convention with 82 per cent support," ""Premier David Eby has faced criticism within his party for his promise to fast-track resource projects and for the eight-week strike by the B.C. General Employees Union. Despite that"," New Democrats backed his leadership with 82 per cent support at this weeken…""", https://www.cbc.ca/news/canada/british-columbia/david-eby-endorsed-ndp-convention-9.6980643,Leadership Campaign, Leadership Campaign
