publishedAt,title,description,url,source_name
2025-10-28T13:37:52Z,"Sanctions-evading Russian oil ships could pollute the Arctic, PM's adviser says",Some of Canada's allies are praising Ottawa's work on preventing Russia from smuggling oil through concealed ships — ships that Ottawa fears could someday unleash an environmental cataclysm in the Arctic.,https://www.nationalobserver.com/2025/10/28/news/sanctions-evading-russian-oil-ships-could-pollute-arctic-pms-adviser-says,National Observer
2025-10-28T13:37:04Z,Prime Minister Carney's visit to Singapore focuses on attracting investment to Canada,"Prime Minister Mark Carney travelled to Singapore on Tuesday, as his first official visit to Asia enters its second leg.",https://www.nationalobserver.com/2025/10/28/news/prime-minister-carneys-visit-singapore-focuses-attracting-investment-canada,National Observer
2025-10-28T13:33:06Z,Prime Minister Carney says he will meet Chinese President Xi at APEC,Prime Minister Mark Carney plans to meet with Chinese President Xi Jinping while the pair are at the Asia Pacific Economic Cooperation forum later this week in South Korea.,https://www.nationalobserver.com/2025/10/28/news/prime-minister-carney-says-he-will-meet-chinese-president-xi-apec,National Observer
2025-10-28T13:32:23Z,Ford refuses to apologize for anti-tariff ads that scuttled trade talks with US,"After Ontario's anti-tariff TV ad blitz scuttled trade talks, Premier Doug Ford vowed on Monday he will ""never apologize"" for pushing back against hostile trade measures designed to poach jobs from his province.",https://www.nationalobserver.com/2025/10/28/news/ford-refuses-apologize-anti-tariff-ads-scuttled-trade-talks-us,National Observer
2025-10-28T13:16:21Z,"Oversight report: Biden aides exercised presidential authority, so autopen actions are ‘VOID’!","Because of 'absence' of documentation that he made the decisions, they 'do not carry the force of law'",https://www.wnd.com/2025/10/oversight-report-biden-aides-exercised-presidential-authority-so/,Wnd.com
2025-10-28T11:44:01Z,Premier of Ontario said the anti-tariff Reagan ad that blew up trade talks with Trump is the 'best ad that ever ran',"Doug Ford said that the Reagan ad that derailed trade talks with Trump is the ""best ad that ever ran,"" as Canada courts Asia for new trade relations.",https://www.businessinsider.com/ontario-premier-not-sorry-for-airing-anti-tariff-reagan-ad-2025-10,Business Insider
2025-10-28T10:14:40Z,Carney mum on whether he saw Ontario's anti-tariff ad beforehand,"Prime Minister Mark Carney says the federal government is in charge of trade talks with the Trump administration, as his office is declining to confirm whether he saw the Ontario government anti-tariff ad before it ran in the United States. Ontario Premier Do…",https://www.cbc.ca/news/politics/carney-trump-trade-tariffs-ad-9.6956269,CBC News
2025-10-28T10:00:05Z,"Diane Francis: To increase trade, get politicians out of the way",Mark Carney believes economic growth can be generated politically. But this can only happen if the government gets out of the way. Read here,https://financialpost.com/diane-francis/diane-francis-increase-trade-get-politicians-out-way,Financial Post
2025-10-28T09:36:00Z,"Anwar trumps as 47th Asean Summit host, raises Malaysia's stature in the eyes of the world",KUALA LUMPUR: Prime Minister Datuk Seri Anwar Ibrahim's highly successful hosting of the 47th Asean Summit in 2025 marks a triumphant diplomatic achievement for Malaysia in validating its leadership in a rapidly evolving and sometimes tumultuous regional and …,https://www.thestar.com.my/news/nation/2025/10/28/anwar-trumps-as-47th-asean-summit-host-raises-malaysia039s-stature-in-the-eyes-of-the-world,The Star Online
2025-10-28T08:00:00Z,Which industry in Alberta is most threatened by tariffs?,"As tariffs make an impact, Canadian industries are finding themselves competing for priority in trade negotiations. Here are the industries under threat in each province.",https://www.cbc.ca/news/politics/tariffs-industries-canadian-provinces-9.6950272,CBC News
2025-10-28T05:08:13Z,Monday MAC Musings: 2025 Week 9,Upsets and close games are a theme in an eventful Week 9 of MACtion.,https://www.hustlebelt.com/mac-football/43186/monday-mac-musings-2025-week-9,Hustlebelt.com
2025-10-28T05:03:00Z,Canadian PM Mark Carney for Singapore after four-day working visit,SEPANG: Canadian Prime Minister Mark Carney has departed for Singapore after concluding his four-day working visit to Malaysia in conjunction with the 47th Asean Summit and Related Summits held in Kuala Lumpur. Read full story,https://www.thestar.com.my/news/nation/2025/10/28/canadian-pm-mark-carney-for-singapore-after-four-day-working-visit,The Star Online
2025-10-28T03:59:00Z,Anwar turns Malaysia into stage for dealmaking with Trump's help,"KUALA LUMPUR: From the moment US President Donald Trump stepped off the plane in Kuala Lumpur on Sunday, it was clear that he and his Malaysian counterpart Anwar Ibrahim shared a rapport. Read full story",https://www.thestar.com.my/news/nation/2025/10/28/anwar-turns-malaysia-into-stage-for-dealmaking-with-trump039s-help,The Star Online
2025-10-28T03:13:00Z,Canada PM Carney says talks begin for new trade deal with Philippines,"KUALA LUMPUR: Canada has begun talks on a new free trade deal with the Philippines, Canadian Prime Minister Mark Carney (pic) said on Monday (Oct 27) in Kuala Lumpur, where he is attending the Asean summit. Read full story",https://www.thestar.com.my/aseanplus/aseanplus-news/2025/10/28/canada-pm-carney-says-talks-begin-for-new-trade-deal-with-philippines,The Star Online
2025-10-28T02:37:56Z,Carney accuses Trump of being too 'emotional' after president canceled trade negotiations over Reagan ad,Mark Carney has delivered a sharp insult to Donald Trump after trade negotiations were canceled over an ad featuring former president Ronald Reagan slamming tariffs. Trump hit Canada with an additional 10 percent tariff and terminated crucial trade talks last…,https://freerepublic.com/focus/f-news/4349063/posts,Freerepublic.com
2025-10-28T01:39:19Z,"Trump meets Japan’s first female PM Sanae Takaichi, says we're going to have a fantastic relationship","President Donald Trump is on a significant trip to Asia, currently making waves in Tokyo where he is meeting with Japan's fresh prime minister. This encounter focuses on enhancing trade ties between the two nations. Adding to the visit's importance, Trump has…",https://economictimes.indiatimes.com/news/international/global-trends/trump-meets-japans-first-female-pm-sanae-takaichi-says-were-going-to-have-a-fantastic-relationship/articleshow/124861699.cms,The Times of India
2025-10-28T01:10:42Z,Manitoba's premier doubles down on support for Ontario anti-tariff adds that roiled Trump,Manitoba Premier Wab Kinew repeated his support on Monday for the Ontario government's $75-million ad campaign targeting American audiences with an anti-tariff message that roiled U.S. President Donald Trump into pausing trade talks with Canada last week.,https://www.cbc.ca/news/canada/manitoba/wab-kinew-doug-ford-donald-trump-reagan-tariff-ads-trade-9.6955864,CBC News
2025-10-28T00:45:38Z,"'Extremely disappointed': Family of slain Kelowna, B.C., woman calls for action on intimate partner violence","The family of a woman killed in Kelowna, B.C., say they are ""extremely disappointed"" in the B.C. NDP government for not supporting a federal private member's bill that aims to toughen charges and detention policies for those accused of intimate partner violen…",https://www.cbc.ca/news/canada/british-columbia/mccourt-family-disappointed-femicide-9.6955791,CBC News
2025-10-27T22:59:18Z,Canada's Carney to meet China's Xi with hopes to reset relations,"Canada is looking to reset relations with China after years of contention, as Ottawa’s trade spat with Washington worsens.
Prime Minister Mark Carney said Monday he would meet with Chinese leader Xi Jinping at the APEC summit later this week. Ottawa is also r…",https://biztoc.com/x/6f7fb25bb3041fca,Biztoc.com
2025-10-27T22:44:00Z,"Ontario Premier Doug Ford defends anti-tariff ad: ""A tariff on Canada is a tax on Americans""","President Trump has said he is not going to meet with Canadian Prime Minister Mark Carney ""for awhile"" because of an anti-tariff TV ad paid for by the Canadian province of Ontario. Doug Ford, premier of Ontario, joins ""The Takeout"" to discuss his decision to …",https://www.cbsnews.com/video/ontario-premier-doug-ford-defends-anti-tariff-ad/,CBS News
2025-10-27T21:39:56Z,Doug Ford says Mark Carney and his chief of staff knew about Ontario anti-tariff ad before it aired,Doug Ford said the Prime Minister Mark Carney and his chief of staff watched an Ontario anti-tariff ad featuring Ronald Reagan before it was aired.,https://nationalpost.com/news/canada/doug-ford-tariff-ad-mark-carney-donald-trump,National Post
2025-10-27T20:09:21Z,CUPE: New federal plan for front-line responders excludes RCMP operators,Ottawa — CUPE 104 is calling on the federal government to immediately correct a grave omission in its recent announcement to recognize public safety occupations under the Public Service Superannuation Act (PSSA). Despite being the first point of contact for C…,https://financialpost.com/pmn/business-wire-news-releases-pmn/cupe-new-federal-plan-for-front-line-responders-excludes-rcmp-operators,Financial Post
2025-10-27T19:42:42Z,How soaring government debt could play a starring role in the next great financial crisis,"With US$37 trillion in debt and a rising deficit, the next great financial calamity could be. But The U.S. is not alone.",https://financialpost.com/feature/how-soaring-government-debt-could-play-a-starring-role-in-the-next-great-financial-crisis,Financial Post
2025-10-27T19:36:54Z,Canada’s Doug Ford Brags About “Best Ad I Ever Ran” as Trump Fumes,"Ontario Premier Doug Ford thinks that the Ronald Reagan anti-tariff commercial that set President Trump off was “the best ad I ever ran.” The TV ad featured an edited 1987 radio address from President Reagan, in which he stated that tariffs only serve to “hur…",https://newrepublic.com/post/202308/canada-doug-ford-best-ad-ever-trump-reagan-tariffs,The New Republic
2025-10-27T19:20:59Z,Canada Races to Finalize Stablecoin Rules Before Budget Reveal – Why?,"Canada is moving quickly to finalize long-awaited rules for stablecoins ahead of its federal budget announcement on November 4, as policymakers rush to keep ...",https://cryptonews.com/news/canada-races-to-finalize-stablecoin-rules-before-budget-reveal-why/,Cryptonews
2025-10-27T19:20:37Z,What a swelling federal deficit could mean for Canada's AAA credit rating,Canada's federal deficit could go as high as $100 billion this fiscal year. Here's what that means for its AAA credit rating. Find out more.,https://financialpost.com/news/economy/federal-deficit-canada-aaa-credit-rating,Financial Post
2025-10-27T19:06:37Z,'We achieved our goal': Ford stands firm on Reagan anti-tariff ad,The premier said the advert was viewed one billion times as Trump said he has no plans to meet with his Canadian counterpart.,https://www.bbc.com/news/articles/cn40lp7xqy4o,BBC News
2025-10-27T18:23:23Z,Canada is rumored to immently remove tariffs on Chinese electric cars,"Canada is rumored to remove tariffs on Chinese electric cars soon, as Prime Minister Mark Carney is set to meet with Chinese President Xi Jinping later this week.



This would likely lead to the biggest shake-up in the EV space in North America after the US …",http://electrek.co/2025/10/27/canada-rumored-immently-remove-tariffs-chinese-electric-cars/,Electrek
2025-10-27T18:12:29Z,Dodgers manager backtracks after complaining about travel from Toronto,"Los Angeles Dodgers manager Dave Roberts made a powerful enemy out of many Toronto Blue Jays fans throughout Canada on Sunday.When asked by a reporter at Dodger Stadium who'd experienced his own travel delays from Toronto to Los Angeles, Roberts had an intere…",https://dailyhive.com/toronto/blue-jays-dodgers-manager-travel-canada,Daily Hive
2025-10-27T18:11:38Z,"Who is Doug Ford, the Canadian politician pushing Trump's buttons?","In his first campaign to lead Ontario, Ford started out as a Trump-style populist. But tariffs changed his view and he is now a consistent thorn in the U.S. president's side.",https://www.npr.org/2025/10/27/nx-s1-5587701/doug-ford-canada-tariffs-ad-trump,NPR
2025-10-27T18:11:05Z,"Ford defends Ontario's anti-tariff ad that angered Trump, says he achieved his goal",Premier Doug Ford says he achieved his goal with an advertisement by the Ontario government that uses the former U.S. president Ronald Reagan's own words to send an anti-tariff message to American audiences.,https://www.cbc.ca/news/canada/toronto/ford-defends-ontario-anti-tariff-campaign-9.6955261,CBC News
2025-10-27T17:46:21Z,Ontario Premier Says He’s Not Sorry for Ad That Blew Up Trade Talks,The leader of Ontario declined to apologize for sponsoring an anti-tariff television commercial that US President Donald Trump used as a reason to terminate high-stakes trade talks with Canada.,https://financialpost.com/pmn/business-pmn/ontario-premier-says-hes-not-sorry-for-ad-that-blew-up-trade-talks,Financial Post
2025-10-27T17:46:21Z,Doug Ford says he's not sorry for ad that blew up trade talks,Doug Ford declined to apologize for sponsoring an anti-tariff ad that Trump used as a reason to terminate trade talks with Canada. Read more,https://financialpost.com/news/economy/doug-ford-not-sorry-ad-trade-talks-us,Financial Post
2025-10-27T17:31:15Z,"'This is not a game,' Carney says as he signals he's ready to fight election over federal budget","Prime Minister Mark Carney signalled at the close of the APEC summit that he'd be prepared to fight an election over the upcoming federal budget — remarks that set the stage for a parliamentary showdown over the fiscal plan,",https://www.cbc.ca/news/politics/carney-budget-opposition-canada-election-9.6963055,CBC News
2025-10-27T17:31:15Z,Champagne promises a ‘generational’ budget — optimistic opposition parties will see reason to support,"On the eve of presenting his first budget, Finance Minister François-Philippe Champagne suggested the hotly anticipated document will have something for every Canadian — even the opposition parties.",https://www.cbc.ca/news/politics/champagne-budget-caraney-shoe-9.6964589,CBC News
2025-10-27T17:12:25Z,Carney hoping for a relations reset in meeting with Chinese president,Prime Minister Mark Carney says he'll meet with Chinese President Xi Jinping at this week's APEC summit — a get-together that the prime minister hopes will reset the relationship between the two countries.,https://www.cbc.ca/news/politics/canada-china-carney-xi-trade-9.6955083,CBC News
2025-10-27T17:10:17Z,"Can Canada build a new oil pipeline? That's 'overfocusing' on a 'hypothetical,' energy minister says",Tim Hodgson says the question of whether there is a business case for a new bitumen pipeline in Canada will be up to the private sector.,https://nationalpost.com/news/politics/can-canada-build-a-new-oil-pipeline-thats-overfocusing-on-a-hypothetical-energy-minister-says,National Post
2025-10-27T17:00:00Z,Canada vs. the U.S.,"President Trump announced the day before the World Series began that he was ending ongoing trade and tariff negotiations with Canada. As a result, the contest has taken on symbolic significance amid worsening relations between the two countries. 
The post Can…",http://prospect.org/2025/10/27/canada-vs-us-baseball-world-series-trump-tariffs/,The American Prospect
2025-10-27T16:06:12Z,Trump vows new tariffs on Canada over Reagan ad,The ad that offended the president has Ronald Reagan explaining why import taxes hurt the economy,https://theweek.com/politics/trump-canada-tariffs-reagan-ad,The Week Magazine
2025-10-27T15:49:04Z,Mexico's Sheinbaum says U.S. extending trade deadline for several weeks,"The U.S. is extending a deadline to reach a trade deal with Mexico for several weeks, President Claudia Sheinbaum said. Read more here",https://financialpost.com/news/mexicos-sheinbaum-says-us-extending-trade-deadline-for-several-weeks,Financial Post
2025-10-27T15:14:56Z,Trump Starts a New Trade War Over Canada’s Reagan Ad,Donald Trump is economically punishing Canada (and the American public) for daring to televise Ronald Reagan’s position on tariffs.The president announced Saturday that America’s northern neighbor would literally pay for Ontario’s decision to air portions of …,https://newrepublic.com/post/202285/donald-trump-trade-war-canada-reagan-ad-tariffs,The New Republic
2025-10-27T15:12:57Z,Trump won't meet Carney 'for a while' as Canadian PM says they were close to a trade deal,"""You can get unexpected twists and turns..."" Carney said. Before trade talks broke down, he said the U.S. and Canada were close to a deal.",https://nationalpost.com/news/canada/trump-carney-wont-meet-trade-deal,National Post
2025-10-27T15:06:43Z,The Case for a Multilateral Trade Organization Without America,"US President Donald Trump’s divide-and-rule tactics have shattered the postwar multilateral order. To preserve open, rules-based commerce, America’s major trading partners must form a new coalition capable of upholding the principles that the World Trade Orga…",https://www.project-syndicate.org/commentary/major-trading-countries-should-adopt-carney-proposal-for-new-coalition-by-anne-o-krueger-2025-10,Project Syndicate
2025-10-27T14:52:59Z,Trump to abandon Canada trade talks 'for a while',Trump is digging in on a feud that could jeopardize diplomatic and trade relations with a top U.S. partner,https://qz.com/trump-shelving-canada-trade-talks,Quartz India
2025-10-27T14:49:00Z,"Canada, Malaysia strengthen energy ties: Key investments discussed in bilateral meeting","KUALA LUMPUR: Discussions on investments in liquefied natural gas, oil, nuclear, and renewable energy took place during the bilateral meeting between Prime Minister Datuk Seri Anwar Ibrahim and Canadian Prime Minister Mark Carney here on Monday (Oct 27). Read…",https://www.thestar.com.my/news/nation/2025/10/27/canada-malaysia-strengthen-energy-ties-key-investments-discussed-in-bilateral-meeting,The Star Online
2025-10-27T14:47:48Z,"Canada Moves to Ban Non-Competes at Banks, Other Federally Regulated Workplaces","The Canadian government will propose legal changes to ban non-compete agreements in employment contracts at federally regulated workplaces, including banks.",https://financialpost.com/pmn/business-pmn/canada-moves-to-ban-non-competes-at-banks-other-federally-regulated-workplaces,Financial Post
2025-10-27T14:33:24Z,"Federal budget to boost union training program, debut 5-year PSW tax credit",The federal government’s upcoming budget will expand a union training program and introduce a refundable tax credit for personal support workers.,https://www.cbc.ca/news/politics/politics-federal-budget-union-training-psw-9.6954783,CBC News
2025-10-27T14:25:06Z,Ford's anti-Trump rhetoric came up repeatedly in trade negotiations: sources,"Canadian officials may have said they  were caught off guard  last week when U.S. President Donald Trump announced he was cutting off trade negotiations with Canada over Ontario's anti-tariff advertisement, but sources say Premier Doug Ford’s bad cop behaviou…",https://www.cbc.ca/news/politics/ford-trump-talks-9.6954772,CBC News
2025-10-27T13:55:00Z,"Canada, Asean to expedite progress on free trade deal","KUALA LUMPUR: Canada is advancing a new phase of trade, economic and security cooperation with Asean nations, including efforts to conclude a Canada-Asean Free Trade Agreement by 2026. Read full story",https://www.thestar.com.my/news/nation/2025/10/27/canada-asean-to-expedite-progress-on-free-trade-deal,The Star Online
2025-10-27T13:41:39Z,Canada Turns to China,"""With U.S. relations at a new low, Prime Minister Mark Carney said on Monday that he will meet with China’s top leader — signaling a pivot to Asia and a potential breakthrough in ties after",https://politicalwire.com/2025/10/27/canada-turns-to-china/,Politicalwire.com
2025-10-27T13:40:31Z,China fills US void at ASEAN Summit with push for trade multilateralism,KUALA LUMPUR (Reuters) -China pressed on Monday for open trade and stronger economic ties at a regional summit in Malaysia dominated by the shadow of steep U...,https://www.yahoo.com/news/articles/china-fills-us-void-asean-134031731.html,Yahoo Entertainment
2025-10-27T13:28:40Z,Ontario’s $75M World Series Ad Brilliantly Played Trump and the Media,Ontario's anti-tariff ad presents Canada with ingenious political leverage in the ongoing negotiations with President Trump.,https://www.adweek.com/brand-marketing/ontarios-75m-world-series-ad-brilliantly-played-trump-and-the-media/,Adweek
2025-10-27T12:56:01Z,Green Acres Is The Place For Scott Bessent,Who gets allergic smelling hay? Not this guy!,https://www.wonkette.com/p/green-acres-is-the-place-for-scott,Wonkette.com
2025-10-27T12:47:34Z,When will Trump's tariff increase hit Canada? Not even he knows,"As Canadian officials scramble to find clarity on Donald Trump's social media post announcing a 10 per cent hike to what he called ""the Tariff on Canada,"" the U.S. president himself appears to be thin on the details.",https://www.cbc.ca/news/world/trump-tariff-canada-10-per-cent-i-dont-know-9.6954578,CBC News
2025-10-27T12:40:37Z,"Canada's Carney says will meet China's Xi at APEC, open to Trump talks","KUALA LUMPUR: Canadian Prime Minister Mark Carney will meet Chinese President Xi Jinping later this week and is ready to sit down for trade talks with Donald Trump as soon as the United States president is prepared to do so, he said on Monday (Oct 27).While h…",https://www.channelnewsasia.com/world/canada-mark-carney-xi-jinping-trump-us-trade-talks-asean-5427491,CNA
2025-10-27T12:36:47Z,Carney says he's not spoken to Trump since trade talks scuttled — but door remains open,"Mark Carney and U.S. President Donald Trump have not spoken since trade talks were cancelled last week, the prime minister confirmed Monday. And it doesn't appear the two will try to break the ice any time soon.",https://www.cbc.ca/news/politics/carney-trump-trade-tariffs-9.6954597,CBC News
2025-10-27T11:52:27Z,"Carney tells ASEAN summit Canada respects trade rules, as Trump threatens additional tariffs","Prime Minister Mark Carney took a veiled shot at the Trump administration's trade policy on Sunday, highlighting Canada's reliability and steadiness without naming the United States or calling out the president directly.",https://www.nationalobserver.com/2025/10/27/news/carney-tells-asean-summit-canada-respects-trade-rules-trump-threatens-additional,National Observer
2025-10-27T11:51:25Z,Trump says he won't meet with Carney 'for a long time',US President Donald Trump has ruled out a meeting with Prime Minister Mark Carney this week while the pair are both in Asia.,https://www.nationalobserver.com/2025/10/27/news/trump-says-he-wont-meet-carney-long-time,National Observer
2025-10-27T11:49:00Z,Carney says he has not spoken to Trump after US-Canada trade talks,KUALA LUMPUR: Canadian Prime Minister Mark Carney has not spoken to Donald Trump after the United States President ended all trade negotiations with Canada. Read full story,https://www.thestar.com.my/news/nation/2025/10/27/carney-says-he-has-not-spoken-to-trump-after-us-canada-trade-talks,The Star Online
2025-10-27T11:45:02Z,Monday: Hili dialogue,"Welcome to the beginning of the “work” week: Monday, October 27, 2025, and National American Beer Day. I’m trying to think of an American beer I like, but every craft beer seems to be overhopped these days. How about this one? You don’t need a man bun to drin…",https://whyevolutionistrue.com/2025/10/27/monday-hili-dialogue-540/,Whyevolutionistrue.com
2025-10-27T11:23:32Z,Carney says he will meet Chinese President Xi at APEC summit,"Prime Minister Mark Carney says he expects to meet Chinese President Xi Jinping this week at an international summit in South Korea as the two countries attempt to repair a six-year rupture in relations and resolve a punishing trade war.
It’s the first time t…",https://biztoc.com/x/8a87dd5350d949e2,Biztoc.com
2025-10-27T11:17:55Z,Malaysia's Anwar calls for dialogue over coercion at East Asia summit,Malaysian Prime Minister Anwar Ibrahim has urged Asia-Pacific leaders to prioritize dialogue and cooperation over confrontation,https://abcnews.go.com/International/wireStory/malaysias-anwar-calls-dialogue-coercion-east-asia-summit-126891407,ABC News
2025-10-27T10:58:41Z,Canada’s Carney Says He Will Meet With China’s Xi in Korea,"Canada’s Prime Minister Mark Carney said he plans to meet his Chinese counterpart Xi Jinping later this week when both leaders are at a summit in South Korea, aiming to firm-up relations with the world’s second biggest economy while long-standing ties with th…",https://financialpost.com/pmn/business-pmn/canadas-carney-says-he-will-meet-with-chinas-xi-in-korea,Financial Post
2025-10-27T10:55:00Z,Mark Carney to meet Xi Jinping on Apec summit sidelines,KUALA LUMPUR: Canadian Prime Minister Mark Carney is set to meet with Chinese President Xi Jinping in South Korea during the Asia Pacific Economic Cooperation (Apec) summit this week. Read full story,https://www.thestar.com.my/news/nation/2025/10/27/mark-carney-to-meet-xi-jinping-on-apec-summit-sidelines,The Star Online
2025-10-27T10:39:13Z,Mark Carney Reacts to Donald Trump Canada Snub,"Mark Carney said his country stood ready to restart trade talks with the U.S. after President Donald Trump said he would not meet with the Canadian prime minister for a long time amid a spat over an anti-tariff advertisement.
Trump abruptly scrapped the negot…",https://biztoc.com/x/6f662df264961887,Biztoc.com
2025-10-27T10:28:03Z,Business Brief: The crisis behind the budget,"Good morning. Remember the Great Productivity Debate of 2024? Well, just days removed from a federal budget – the first under Prime Minister Mark Carney – the debate is back. The current conversation on productivity is in focus today, along with updates on gl…",https://biztoc.com/x/df1fbfa648029999,Biztoc.com
2025-10-27T10:06:31Z,Carney: Canada ready for talks whenever US is,"Canadian Prime Minister Mark Carney remarked on Monday that his country is ""ready to sit down"" and negotiate trade whenever the United States is willing to do so too.Speaking on the sidelines of the A...",https://biztoc.com/x/d8f9cb982c2d5579,Biztoc.com
2025-10-27T10:06:03Z,"Canada is set to announce its new immigration targets, but what's the right number?","Prime Minister 
 
 
 
 
 
 
 
 
 
 Mark Carney
 
 
 
 
 
 
 
 
 
 ’s government is expected to announce its first Immigration Levels Plan in early November, amidst controversies surrounding 
 
 
 
 
 
 
 
 
 
 temporary foreign workers
 
 
 
 
 
 
 
 
 
 and …",https://biztoc.com/x/79be149c2442f9d4,Biztoc.com
2025-10-27T09:01:30Z,Trump says he won't resume Canada trade talks 'for a while',"Donald Trump said he doesn’t anticipate meeting with Canadian Prime Minister Mark Carney for trade talks “for a while."" Find out more here",https://financialpost.com/news/trump-wont-resume-canada-trade-talks,Financial Post
2025-10-27T09:01:30Z,Trump Says He Won’t Resume Canada Trade Talks ‘For a While’,US President Donald Trump said he didn’t anticipate meeting with Canada “for a while” as he continued to stew over a TV advertisement by the province of Ontario that criticized his tariff regime.,https://financialpost.com/pmn/business-pmn/trump-says-he-wont-resume-canada-trade-talks-for-a-while,Financial Post
2025-10-27T08:20:27Z,"China presses for stronger economic, trade ties after Trump departs ASEAN summit",KUALA LUMPUR (Reuters) -China pressed on Monday for stronger economic ties and more open trade at a regional summit in Malaysia dominated by the shadow of...,https://www.yahoo.com/news/articles/china-presses-stronger-economic-trade-082027034.html,Yahoo Entertainment
2025-10-27T06:59:38Z,"The Latest: Trump set to arrive in Japan, where he'll meet new Prime Minister Takaichi",U.S. President Donald Trump arrives Monday in Japan where he’ll meet new Prime Minister Sanae Takaichi for the first time.  Trump spent Sunday in Malaysia...,https://www.yahoo.com/news/articles/latest-trump-set-arrive-japan-065938083.html,Yahoo Entertainment
2025-10-27T04:37:24Z,"Scott Bessent: Canada's Reagan ad is 'propaganda,' part of a psy-op","Scott Bessent said Ontario's anti-tariff ad, featuring quotes from Ronald Reagan, was ""propaganda"" aimed at swaying public opinion.",https://www.businessinsider.com/scott-bessent-canada-reagan-ad-propaganda-psyop-2025-10,Business Insider
2025-10-26T22:43:44Z,Residents demonstrate against Port of Montreal expansion in Contrecoeur,Dozens of residents of a town northeast of Montreal where the Port of Montreal wants to expand capacity at a container facility say the project is unnecessary and harmful.,https://www.cbc.ca/news/canada/montreal/port-of-montreal-expansion-contrecoeur-opponents-9.6954397,CBC News
2025-10-26T22:00:00Z,Here's the biggest news you missed this weekend,President Donald Trump and Chinese President Xi Jinping are expected to reach a deal to avert a new 100% U.S. tariff on Chinese goods.,https://www.nbcnews.com/news/us-news/weekend-rundown-october-26-rcna239728,NBC News
2025-10-26T21:46:33Z,Bessent calls anti-tariff Reagan ad ‘psy-ops’ and says the U.S. rescue of Argentina still counts as ‘America first’ because it helps an ally,"""This is a kind of propaganda against U.S. citizens. It's psy-ops.""",https://fortune.com/2025/10/26/bessent-reagan-anti-tariff-tv-ad-psyops-argentina-rescue-america-first/,Fortune
2025-10-26T21:41:29Z,US and China say a trade deal is drawing closer as Trump and Xi ready for a high-stakes meeting,U.S. and Chinese officials say a trade deal between the world’s two largest economies is drawing closer,https://abcnews.go.com/Business/wireStory/us-china-trade-deal-drawing-closer-trump-xi-126874265,ABC News
